2017-04-30 13:02:12Z,activity,change_letter,f,0
2017-04-30 13:02:15Z,activity,change_letter,f,1
2017-04-30 13:02:18Z,activity,change_letter,l,1
2017-04-30 13:02:21Z,activity,change_letter,l,0
2017-04-30 13:02:27Z,activity,change_letter,l,0
2017-04-30 13:02:29Z,activity,change_letter,f,0
2017-04-30 13:02:33Z,activity,change_letter, ,0
2017-04-30 13:02:53Z,activity,change_letter, ,0
2017-04-30 13:02:56Z,activity,change_letter,p,0
2017-04-30 13:03:00Z,activity,change_letter, ,0
2017-04-30 13:03:09Z,activity,change_letter, ,1
2017-04-30 13:03:12Z,activity,change_letter, ,1
2017-04-30 13:03:15Z,activity,change_letter,l,1
2017-04-30 13:03:19Z,activity,change_letter,l,0
2017-04-30 13:03:25Z,activity,change_letter, ,0
