2015-10-11 15:55:42Z,activity,change_letter,e,0
2015-10-11 15:55:43Z,activity,change_letter,a,1
2015-10-11 15:55:44Z,activity,change_letter,t,2
2015-10-11 15:55:46Z,activity,submitted_answer,eat   ,eat   
2015-10-11 15:55:50Z,activity,change_letter, ,0
2015-10-11 15:55:51Z,activity,change_letter, ,1
2015-10-11 15:55:51Z,activity,change_letter, ,2
2015-10-11 15:55:56Z,activity,submitted_answer,      ,boat  
2015-10-11 15:56:00Z,activity,change_letter, ,0
2015-10-11 15:56:04Z,activity,change_letter,b,0
2015-10-11 15:56:06Z,activity,change_letter,o,1
2015-10-11 15:56:07Z,activity,change_letter,a,2
2015-10-11 15:56:07Z,activity,change_letter,t,3
2015-10-11 15:56:10Z,activity,submitted_answer,boat  ,boat  
2015-10-11 15:56:14Z,activity,change_letter, ,0
2015-10-11 15:56:15Z,activity,change_letter, ,1
2015-10-11 15:56:16Z,activity,change_letter, ,2
2015-10-11 15:56:16Z,activity,change_letter, ,3
2015-10-11 15:56:20Z,activity,change_letter,p,0
2015-10-11 15:56:21Z,activity,change_letter,a,1
2015-10-11 15:56:23Z,activity,change_letter,i,2
2015-10-11 15:56:25Z,activity,change_letter,d,3
2015-10-11 15:56:29Z,activity,submitted_answer,paid  ,paid  
2015-10-11 15:56:34Z,activity,change_letter, ,0
2015-10-11 15:56:36Z,activity,change_letter, ,1
2015-10-11 15:56:36Z,activity,change_letter, ,2
2015-10-11 15:56:37Z,activity,change_letter, ,3
