2015-10-02 23:24:07Z,activity,change_letter,p,0
2015-10-02 23:24:12Z,activity,change_letter,u,1
2015-10-02 23:24:15Z,activity,change_letter,p,2
2015-10-02 23:24:18Z,activity,submitted_answer,pup   ,pup
2015-10-02 23:24:29Z,activity,change_letter, ,0
2015-10-02 23:24:30Z,activity,change_letter, ,1
2015-10-02 23:24:31Z,activity,change_letter, ,2
2015-10-02 23:24:36Z,activity,change_letter, ,0
2015-10-02 23:24:38Z,activity,change_letter,h,0
2015-10-02 23:24:40Z,activity,change_letter,a,1
2015-10-02 23:24:42Z,activity,change_letter,t,2
2015-10-02 23:24:43Z,activity,submitted_answer,hat   ,hit
2015-10-02 23:24:49Z,activity,change_letter,i,1
2015-10-02 23:24:51Z,activity,submitted_answer,hit   ,hit
2015-10-02 23:24:59Z,activity,change_letter, ,0
2015-10-02 23:25:00Z,activity,change_letter, ,1
2015-10-02 23:25:01Z,activity,change_letter, ,2
2015-10-02 23:25:05Z,activity,change_letter, ,1
2015-10-02 23:25:08Z,activity,change_letter,e,1
2015-10-02 23:25:09Z,activity,change_letter,e,2
2015-10-02 23:25:12Z,activity,change_letter,b,2
2015-10-02 23:25:14Z,activity,submitted_answer,web   ,web
2015-10-02 23:25:19Z,activity,change_letter, ,0
2015-10-02 23:25:20Z,activity,change_letter, ,1
2015-10-02 23:25:21Z,activity,change_letter, ,2
