2017-05-07 08:19:34Z,activity,change_letter,p,0
2017-05-07 08:19:35Z,activity,change_letter,a,1
2017-05-07 08:19:41Z,activity,change_letter,f,2
2017-05-07 08:19:44Z,activity,change_letter,h,4
2017-05-07 08:19:46Z,activity,change_letter,h,3
2017-05-07 08:19:48Z,activity,change_letter, ,4
2017-05-07 08:19:51Z,activity,submitted_answer,pafh  ,path  
2017-05-07 08:19:57Z,activity,requested_hint,0,NA
2017-05-07 08:20:00Z,activity,submitted_answer,pafh  ,path  
2017-05-07 08:20:02Z,activity,requested_hint,1,NA
2017-05-07 08:20:28Z,activity,change_letter,t,2
2017-05-07 08:20:34Z,activity,submitted_answer,path  ,path  
