2016-03-16 17:58:10Z,activity,change_letter,b,0
2016-03-16 17:58:12Z,activity,change_letter,e,2
2016-03-16 17:58:12Z,activity,change_letter,e,1
2016-03-16 17:58:15Z,activity,change_letter,t,2
2016-03-16 17:58:21Z,activity,change_letter,d,2
2016-03-16 17:58:31Z,activity,submitted_answer,bed   ,bet   
2016-03-16 17:58:48Z,activity,requested_hint,0,NA
2016-03-16 17:58:53Z,activity,change_letter,d,3
2016-03-16 17:58:55Z,activity,change_letter,t,2
2016-03-16 17:58:58Z,activity,change_letter,t,4
2016-03-16 17:58:59Z,activity,change_letter,t,0
2016-03-16 17:59:03Z,activity,change_letter,t,0
2016-03-16 17:59:04Z,activity,change_letter,t,0
2016-03-16 17:59:06Z,activity,change_letter,t,0
