2017-04-12 09:35:27Z,activity,change_letter,F,0
2017-04-12 09:35:43Z,activity,change_letter,Y,1
2017-04-12 09:35:48Z,activity,change_letter, ,1
2017-04-12 09:35:51Z,activity,change_letter,L,1
2017-04-12 09:36:00Z,activity,change_letter, ,1
2017-04-12 09:36:04Z,activity,change_letter,L,1
2017-04-12 09:36:29Z,activity,change_letter, ,1
2017-04-12 09:36:35Z,activity,change_letter,L,1
2017-04-12 09:36:40Z,activity,change_letter, ,1
2017-04-12 09:36:50Z,activity,change_letter,L,1
2017-04-12 09:36:56Z,activity,change_letter, ,0
2017-04-12 09:37:07Z,activity,change_letter,F,0
2017-04-12 09:37:09Z,activity,change_letter, ,1
2017-04-12 09:37:16Z,activity,change_letter, ,0
2017-04-12 09:37:17Z,activity,change_letter,L,1
2017-04-12 09:37:20Z,activity,change_letter,F,0
2017-04-12 09:37:23Z,activity,change_letter, ,1
2017-04-12 09:37:27Z,activity,change_letter,L,1
2017-04-12 09:38:06Z,activity,change_letter, ,0
2017-04-12 09:38:09Z,activity,change_letter,B,0
2017-04-12 09:38:23Z,activity,change_letter, ,1
2017-04-12 09:38:42Z,activity,change_letter,L,1
2017-04-12 09:38:44Z,activity,change_letter, ,1
2017-04-12 09:38:47Z,activity,change_letter,F,1
2017-04-12 09:38:52Z,activity,change_letter, ,1
2017-04-12 09:38:55Z,activity,change_letter,L,1
2017-04-12 09:39:37Z,activity,change_letter, ,0
2017-04-12 09:39:39Z,activity,change_letter, ,1
