2017-05-06 17:10:50Z,activity,submitted_answer,      ,pup   
2017-05-06 17:10:51Z,activity,requested_hint,0,NA
2017-05-06 17:10:57Z,activity,submitted_answer,      ,pup   
2017-05-06 17:11:03Z,activity,requested_hint,1,NA
