2016-04-04 15:33:47Z,activity,change_letter,B,0
2016-04-04 15:33:52Z,activity,change_letter,E,1
2016-04-04 15:33:57Z,activity,change_letter,F,2
2016-04-04 15:34:00Z,activity,submitted_answer,bef   ,bet   
2016-04-04 15:34:24Z,activity,requested_hint,0,NA
2016-04-04 15:34:37Z,activity,change_letter,I,2
2016-04-04 15:34:38Z,activity,change_letter, ,2
2016-04-04 15:34:44Z,activity,change_letter,F,2
2016-04-04 15:34:45Z,activity,change_letter, ,2
2016-04-04 15:34:54Z,activity,change_letter,T,2
2016-04-04 15:34:59Z,activity,submitted_answer,bet   ,bet   
2016-04-04 15:35:31Z,activity,change_letter, ,2
2016-04-04 15:35:33Z,activity,change_letter, ,1
2016-04-04 15:35:34Z,activity,change_letter, ,0
