2015-10-02 23:03:26Z,activity,change_letter,b,0
2015-10-02 23:03:37Z,activity,change_letter,e,1
2015-10-02 23:03:39Z,activity,change_letter,t,2
2015-10-02 23:03:41Z,activity,submitted_answer,bet   ,bet
2015-10-02 23:03:44Z,activity,change_letter, ,0
2015-10-02 23:03:46Z,activity,change_letter, ,1
2015-10-02 23:03:47Z,activity,change_letter, ,2
2015-10-02 23:03:54Z,activity,change_letter,d,0
2015-10-02 23:03:55Z,activity,change_letter,a,1
2015-10-02 23:03:58Z,activity,change_letter,d,2
2015-10-02 23:04:00Z,activity,submitted_answer,dad   ,dad
2015-10-02 23:04:02Z,activity,change_letter, ,0
2015-10-02 23:04:03Z,activity,change_letter, ,1
2015-10-02 23:04:05Z,activity,change_letter, ,2
2015-10-02 23:04:10Z,activity,change_letter, ,0
2015-10-02 23:04:15Z,activity,change_letter,t,0
2015-10-02 23:04:18Z,activity,change_letter,i,1
2015-10-02 23:04:20Z,activity,change_letter,n,2
2015-10-02 23:04:22Z,activity,submitted_answer,tin   ,tin
2015-10-02 23:04:23Z,activity,change_letter, ,0
2015-10-02 23:04:24Z,activity,change_letter, ,1
2015-10-02 23:04:25Z,activity,change_letter, ,2
