2016-05-06 09:31:38Z,activity,change_letter,P,0
2016-05-06 09:31:39Z,activity,change_letter,A,1
2016-05-06 09:31:41Z,activity,change_letter,T,2
2016-05-06 09:31:43Z,activity,change_letter,H,3
2016-05-06 09:32:02Z,activity,submitted_answer,path  ,path  
2016-05-06 09:32:08Z,activity,change_letter, ,0
2016-05-06 09:32:10Z,activity,change_letter, ,2
2016-05-06 09:32:11Z,activity,change_letter, ,1
2016-05-06 09:32:13Z,activity,change_letter, ,3
2016-05-06 09:32:23Z,activity,change_letter,W,0
2016-05-06 09:32:25Z,activity,change_letter,I,1
2016-05-06 09:32:30Z,activity,change_letter,S,2
2016-05-06 09:32:35Z,activity,change_letter,H,3
2016-05-06 09:32:41Z,activity,submitted_answer,wish  ,wish  
2016-05-06 09:32:45Z,activity,change_letter, ,3
2016-05-06 09:32:47Z,activity,change_letter, ,2
2016-05-06 09:32:48Z,activity,change_letter, ,1
2016-05-06 09:32:50Z,activity,change_letter, ,0
2016-05-06 09:32:59Z,activity,change_letter,L,0
2016-05-06 09:33:07Z,activity,change_letter,U,1
2016-05-06 09:33:09Z,activity,change_letter,N,2
2016-05-06 09:33:11Z,activity,change_letter,C,3
2016-05-06 09:33:17Z,activity,change_letter,H,4
2016-05-06 09:33:26Z,activity,submitted_answer,lunch ,lunch 
2016-05-06 09:33:35Z,activity,change_letter, ,3
2016-05-06 09:33:36Z,activity,change_letter, ,4
2016-05-06 09:33:38Z,activity,change_letter, ,2
2016-05-06 09:33:39Z,activity,change_letter, ,1
2016-05-06 09:33:41Z,activity,change_letter, ,0
