2017-05-07 08:38:12Z,activity,change_letter,p,0
2017-05-07 08:38:14Z,activity,change_letter,a,1
2017-05-07 08:38:15Z,activity,change_letter,t,2
2017-05-07 08:38:19Z,activity,change_letter,h,2
2017-05-07 08:38:21Z,activity,change_letter,f,2
2017-05-07 08:38:23Z,activity,change_letter,f,3
2017-05-07 08:38:25Z,activity,submitted_answer,paff  ,path  
2017-05-07 08:38:26Z,activity,requested_hint,0,NA
2017-05-07 08:38:35Z,activity,submitted_answer,paff  ,path  
2017-05-07 08:38:41Z,activity,requested_hint,1,NA
2017-05-07 08:38:50Z,activity,change_letter,f,2
2017-05-07 08:38:53Z,activity,change_letter,t,2
2017-05-07 08:38:57Z,activity,change_letter,t,2
2017-05-07 08:39:00Z,activity,change_letter,h,3
2017-05-07 08:39:05Z,activity,change_letter,f,3
2017-05-07 08:39:07Z,activity,submitted_answer,patf  ,path  
