2016-05-17 09:51:39Z,activity,change_letter,C,0
2016-05-17 09:51:41Z,activity,change_letter,A,1
2016-05-17 09:51:42Z,activity,change_letter,R,2
2016-05-17 09:51:45Z,activity,submitted_answer,car   ,car   
2016-05-17 09:51:49Z,activity,change_letter, ,0
2016-05-17 09:51:52Z,activity,change_letter, ,1
2016-05-17 09:51:55Z,activity,change_letter, ,2
2016-05-17 09:52:03Z,activity,change_letter,J,0
2016-05-17 09:52:10Z,activity,change_letter,A,1
2016-05-17 09:52:12Z,activity,change_letter,R,2
2016-05-17 09:52:15Z,activity,submitted_answer,jar   ,jar   
2016-05-17 09:52:19Z,activity,change_letter, ,0
2016-05-17 09:52:22Z,activity,change_letter, ,1
2016-05-17 09:52:23Z,activity,change_letter, ,2
2016-05-17 09:52:30Z,activity,change_letter,F,0
2016-05-17 09:52:32Z,activity,change_letter,I,1
2016-05-17 09:52:35Z,activity,change_letter,R,2
2016-05-17 09:52:36Z,activity,submitted_answer,fir   ,fir   
2016-05-17 09:52:41Z,activity,change_letter, ,0
2016-05-17 09:52:44Z,activity,change_letter, ,1
2016-05-17 09:52:46Z,activity,change_letter, ,2
