2017-05-06 13:27:01Z,activity,submitted_answer,      ,pup   
2017-05-06 13:27:07Z,activity,requested_hint,0,NA
2017-05-06 13:27:11Z,activity,submitted_answer,      ,pup   
2017-05-06 13:27:15Z,activity,requested_hint,1,NA
