2015-10-06 17:13:23Z,activity,change_letter,E,3
2015-10-06 17:13:29Z,activity,change_letter,F,4
2015-10-06 17:13:38Z,activity,change_letter,A,5
2015-10-06 17:13:43Z,activity,change_letter,I,2
2015-10-06 17:13:46Z,activity,change_letter,E,1
2015-10-06 17:14:18Z,activity,change_letter, ,1
2015-10-06 17:14:19Z,activity,change_letter, ,5
2015-10-06 17:14:20Z,activity,change_letter, ,4
2015-10-06 17:14:21Z,activity,change_letter, ,2
2015-10-06 17:14:22Z,activity,change_letter, ,3
2015-10-06 17:15:20Z,activity,change_letter,E,0
2015-10-06 17:15:22Z,activity,change_letter, ,0
2015-10-06 17:15:27Z,activity,change_letter,E,0
2015-10-06 17:15:29Z,activity,change_letter, ,0
2015-10-06 17:15:30Z,activity,change_letter,E,1
2015-10-06 17:15:31Z,activity,change_letter, ,1
2015-10-06 17:15:46Z,activity,change_letter,F,1
2015-10-06 17:15:48Z,activity,change_letter, ,1
