2017-05-07 08:29:57Z,activity,change_letter,p,0
2017-05-07 08:29:58Z,activity,change_letter,a,1
2017-05-07 08:29:59Z,activity,change_letter,t,2
2017-05-07 08:30:02Z,activity,change_letter,f,3
2017-05-07 08:30:04Z,activity,submitted_answer,patf  ,path  
2017-05-07 08:30:09Z,activity,requested_hint,0,NA
2017-05-07 08:30:13Z,activity,submitted_answer,patf  ,path  
2017-05-07 08:30:16Z,activity,requested_hint,1,NA
2017-05-07 08:30:28Z,activity,change_letter,h,3
2017-05-07 08:30:34Z,activity,change_letter,h,2
2017-05-07 08:30:36Z,activity,change_letter,f,2
2017-05-07 08:30:38Z,activity,change_letter,f,3
2017-05-07 08:30:41Z,activity,submitted_answer,paff  ,path  
