2016-04-04 15:43:55Z,activity,change_letter,O,0
2016-04-04 15:44:02Z,activity,change_letter,E,2
2016-04-04 15:44:08Z,activity,change_letter,R,3
2016-04-04 15:44:10Z,activity,change_letter,F,1
2016-04-04 15:44:14Z,activity,submitted_answer,ofer  ,over  
2016-04-04 15:44:21Z,activity,requested_hint,0,NA
2016-04-04 15:44:37Z,activity,requested_hint,0,NA
2016-04-04 15:44:42Z,activity,change_letter, ,1
2016-04-04 15:44:46Z,activity,change_letter,V,1
2016-04-04 15:44:49Z,activity,submitted_answer,over  ,over  
2016-04-04 15:44:50Z,activity,submitted_answer,over  ,      
2016-04-04 15:54:21Z,activity,change_letter, ,3
2016-04-04 15:54:23Z,activity,change_letter, ,2
2016-04-04 15:54:26Z,activity,change_letter, ,1
2016-04-04 15:54:28Z,activity,change_letter, ,0
