2016-05-06 10:28:47Z,activity,change_letter,P,0
2016-05-06 10:28:53Z,activity,change_letter,A,1
2016-05-06 10:28:55Z,activity,change_letter,T,2
2016-05-06 10:28:58Z,activity,change_letter,H,3
2016-05-06 10:28:59Z,activity,submitted_answer,path  ,path  
2016-05-06 10:29:02Z,activity,change_letter, ,2
2016-05-06 10:29:04Z,activity,change_letter, ,3
2016-05-06 10:29:05Z,activity,change_letter, ,1
2016-05-06 10:29:07Z,activity,change_letter, ,0
2016-05-06 10:29:21Z,activity,change_letter,I,1
2016-05-06 10:29:33Z,activity,change_letter,W,0
2016-05-06 10:29:41Z,activity,change_letter,H,2
2016-05-06 10:29:43Z,activity,change_letter, ,2
2016-05-06 10:29:45Z,activity,change_letter,H,3
2016-05-06 10:29:58Z,activity,change_letter,S,2
2016-05-06 10:30:00Z,activity,submitted_answer,wish  ,wish  
2016-05-06 10:30:05Z,activity,change_letter, ,3
2016-05-06 10:30:06Z,activity,change_letter, ,2
2016-05-06 10:30:11Z,activity,change_letter, ,1
2016-05-06 10:30:13Z,activity,change_letter, ,0
2016-05-06 10:30:24Z,activity,change_letter,L,0
2016-05-06 10:30:29Z,activity,change_letter,U,1
2016-05-06 10:30:30Z,activity,change_letter,N,2
2016-05-06 10:30:37Z,activity,change_letter,C,3
2016-05-06 10:30:46Z,activity,change_letter,H,4
2016-05-06 10:30:50Z,activity,submitted_answer,lunch ,lunch 
2016-05-06 10:30:55Z,activity,change_letter, ,4
2016-05-06 10:30:57Z,activity,change_letter, ,3
2016-05-06 10:31:07Z,activity,change_letter, ,2
2016-05-06 10:31:09Z,activity,change_letter, ,1
2016-05-06 10:31:10Z,activity,change_letter, ,0
